,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist,gym,focus,relax,party
26,0.473,https://api.spotify.com/v1/audio-analysis/114Q0w8Uebmy5euoZUJpDI,0.681,182000,0.517,114Q0w8Uebmy5euoZUJpDI,3.3e-05,7,0.162,-8.104,1,0.0302,99.98,4,https://api.spotify.com/v1/tracks/114Q0w8Uebmy5euoZUJpDI,audio_features,spotify:track:114Q0w8Uebmy5euoZUJpDI,0.0775,Sem Ninguém,Luccas Carlos,0,0,1,0
27,0.562,https://api.spotify.com/v1/audio-analysis/2luLDXlcVQmuQ3HARbIDgr,0.566,166573,0.483,2luLDXlcVQmuQ3HARbIDgr,0.0004,10,0.0973,-10.66,1,0.0313,142.793,4,https://api.spotify.com/v1/tracks/2luLDXlcVQmuQ3HARbIDgr,audio_features,spotify:track:2luLDXlcVQmuQ3HARbIDgr,0.323,3 Horas,Ana Gabriela,0,0,1,0
28,0.18,https://api.spotify.com/v1/audio-analysis/1oGka9CukBw9VO9wpM5E1u,0.694,194410,0.804,1oGka9CukBw9VO9wpM5E1u,0.0,0,0.715,-6.734,0,0.0525,96.018,4,https://api.spotify.com/v1/tracks/1oGka9CukBw9VO9wpM5E1u,audio_features,spotify:track:1oGka9CukBw9VO9wpM5E1u,0.723,Seus Planos - Acústico Em Trancoso / Ao Vivo,Ivete Sangalo,0,0,1,0
29,0.893,https://api.spotify.com/v1/audio-analysis/3Tzwo5Pn9akIVjhqMKvAYq,0.25,244973,0.464,3Tzwo5Pn9akIVjhqMKvAYq,0.000701,2,0.187,-7.731,1,0.0293,88.107,5,https://api.spotify.com/v1/tracks/3Tzwo5Pn9akIVjhqMKvAYq,audio_features,spotify:track:3Tzwo5Pn9akIVjhqMKvAYq,0.272,Ilusão - Ao Vivo,Marisa Monte,0,0,1,0
30,0.237,https://api.spotify.com/v1/audio-analysis/4xHkRNzzHtj3O3Z1pjYWRC,0.546,230561,0.36,4xHkRNzzHtj3O3Z1pjYWRC,0.000648,10,0.101,-10.54,1,0.0279,105.022,4,https://api.spotify.com/v1/tracks/4xHkRNzzHtj3O3Z1pjYWRC,audio_features,spotify:track:4xHkRNzzHtj3O3Z1pjYWRC,0.206,Me Espera,Sandy,0,0,1,0
31,0.398,https://api.spotify.com/v1/audio-analysis/3dor9wQtFRx1fqC7joWS6B,0.511,198765,0.541,3dor9wQtFRx1fqC7joWS6B,0.0,4,0.0986,-8.841,1,0.0316,73.931,4,https://api.spotify.com/v1/tracks/3dor9wQtFRx1fqC7joWS6B,audio_features,spotify:track:3dor9wQtFRx1fqC7joWS6B,0.719,Só Posso Dizer (São Paulo),Nando Reis,0,0,1,0
32,0.843,https://api.spotify.com/v1/audio-analysis/1uJvq5WsL8XlVxAm4jwea3,0.539,225854,0.463,1uJvq5WsL8XlVxAm4jwea3,0.0,9,0.18,-9.453,1,0.0307,151.992,4,https://api.spotify.com/v1/tracks/1uJvq5WsL8XlVxAm4jwea3,audio_features,spotify:track:1uJvq5WsL8XlVxAm4jwea3,0.761,Só por Hoje,1Kilo,0,0,1,0
33,0.684,https://api.spotify.com/v1/audio-analysis/3eGK0WFi6ISJ9UZA6Za4HX,0.744,206109,0.303,3eGK0WFi6ISJ9UZA6Za4HX,2.09e-06,11,0.109,-10.464,1,0.0341,119.713,4,https://api.spotify.com/v1/tracks/3eGK0WFi6ISJ9UZA6Za4HX,audio_features,spotify:track:3eGK0WFi6ISJ9UZA6Za4HX,0.306,Singular,Anavitória,0,0,1,0
34,0.799,https://api.spotify.com/v1/audio-analysis/1ZuDCHPH9wzbfetwWaXA4w,0.4,208889,0.452,1ZuDCHPH9wzbfetwWaXA4w,0.0,2,0.158,-6.094,1,0.0319,134.567,4,https://api.spotify.com/v1/tracks/1ZuDCHPH9wzbfetwWaXA4w,audio_features,spotify:track:1ZuDCHPH9wzbfetwWaXA4w,0.352,Poeira Estelar - Acústico,Fresno,0,0,1,0
35,0.225,https://api.spotify.com/v1/audio-analysis/1vU9Sw1uQikfC3acOqP6VI,0.414,269506,0.764,1vU9Sw1uQikfC3acOqP6VI,6.32e-05,3,0.0726,-7.608,0,0.0532,132.945,4,https://api.spotify.com/v1/tracks/1vU9Sw1uQikfC3acOqP6VI,audio_features,spotify:track:1vU9Sw1uQikfC3acOqP6VI,0.44,Piloto Automático,NX Zero,0,0,1,0
36,0.0563,https://api.spotify.com/v1/audio-analysis/6YNCE5qtrTa7YcnAOAEsDQ,0.39,218267,0.355,6YNCE5qtrTa7YcnAOAEsDQ,0.0,5,0.735,-13.509,1,0.0345,165.961,4,https://api.spotify.com/v1/tracks/6YNCE5qtrTa7YcnAOAEsDQ,audio_features,spotify:track:6YNCE5qtrTa7YcnAOAEsDQ,0.262,Apenas Mais uma de Amor,Lulu Santos,0,0,1,0
37,0.448,https://api.spotify.com/v1/audio-analysis/6JnxYJwKACudLMiaYMT0qA,0.611,229480,0.475,6JnxYJwKACudLMiaYMT0qA,1.47e-06,9,0.177,-11.378,0,0.0296,123.92,4,https://api.spotify.com/v1/tracks/6JnxYJwKACudLMiaYMT0qA,audio_features,spotify:track:6JnxYJwKACudLMiaYMT0qA,0.439,Minha Felicidade,Roberta Campos,0,0,1,0
38,0.558,https://api.spotify.com/v1/audio-analysis/7qN3PycC8aUgWwjCtYdPeB,0.472,175500,0.464,7qN3PycC8aUgWwjCtYdPeB,0.0,6,0.109,-9.631,0,0.0277,157.691,4,https://api.spotify.com/v1/tracks/7qN3PycC8aUgWwjCtYdPeB,audio_features,spotify:track:7qN3PycC8aUgWwjCtYdPeB,0.239,Farol - Radio Version,Vitor Kley,0,0,1,0
39,0.874,https://api.spotify.com/v1/audio-analysis/18IOaVB8eUfkbj6quma37c,0.612,230520,0.419,18IOaVB8eUfkbj6quma37c,0.0,3,0.115,-6.66,1,0.0294,131.801,4,https://api.spotify.com/v1/tracks/18IOaVB8eUfkbj6quma37c,audio_features,spotify:track:18IOaVB8eUfkbj6quma37c,0.512,Refém - Versão Acústica,Dilsinho,0,0,1,0
40,0.157,https://api.spotify.com/v1/audio-analysis/3BLDJIWOoPFGDWAFAve9A2,0.538,192617,0.783,3BLDJIWOoPFGDWAFAve9A2,0.0,0,0.694,-6.824,1,0.0326,89.763,4,https://api.spotify.com/v1/tracks/3BLDJIWOoPFGDWAFAve9A2,audio_features,spotify:track:3BLDJIWOoPFGDWAFAve9A2,0.47,Não Precisa Mudar - Acústico Em Trancoso / Ao Vivo,Ivete Sangalo,0,0,1,0
41,0.566,https://api.spotify.com/v1/audio-analysis/79hzFMKFdk2TnuC9PVaMTA,0.639,345173,0.766,79hzFMKFdk2TnuC9PVaMTA,6.15e-05,5,0.928,-6.884,0,0.0341,100.394,4,https://api.spotify.com/v1/tracks/79hzFMKFdk2TnuC9PVaMTA,audio_features,spotify:track:79hzFMKFdk2TnuC9PVaMTA,0.714,Intervalo Entre Carros - Ao Vivo,O Rappa,0,0,1,0
42,0.21,https://api.spotify.com/v1/audio-analysis/0bX2gnECXZJ5nt7rcIZMVM,0.743,254096,0.515,0bX2gnECXZJ5nt7rcIZMVM,0.0,0,0.137,-6.038,1,0.0319,89.98,4,https://api.spotify.com/v1/tracks/0bX2gnECXZJ5nt7rcIZMVM,audio_features,spotify:track:0bX2gnECXZJ5nt7rcIZMVM,0.396,Amei Te Ver (Acústica) - Acústica,Tiago Iorc,0,0,1,0
43,0.247,https://api.spotify.com/v1/audio-analysis/0GdCKPb66c2zm3biu7X5tV,0.591,169779,0.425,0GdCKPb66c2zm3biu7X5tV,0.0,2,0.265,-7.017,0,0.0352,99.614,4,https://api.spotify.com/v1/tracks/0GdCKPb66c2zm3biu7X5tV,audio_features,spotify:track:0GdCKPb66c2zm3biu7X5tV,0.381,Amianto - Acústica,Supercombo,0,0,1,0
44,0.705,https://api.spotify.com/v1/audio-analysis/0qRwhlJssobMKeLC0ZFtyb,0.733,210261,0.381,0qRwhlJssobMKeLC0ZFtyb,2.78e-06,5,0.108,-9.876,0,0.0378,143.922,4,https://api.spotify.com/v1/tracks/0qRwhlJssobMKeLC0ZFtyb,audio_features,spotify:track:0qRwhlJssobMKeLC0ZFtyb,0.366,Poemas Que Colori,Mariana Nolasco,0,0,1,0
45,0.889,https://api.spotify.com/v1/audio-analysis/3g5FrnRdbmDQyWNiDIprts,0.512,233613,0.391,3g5FrnRdbmDQyWNiDIprts,2.63e-06,9,0.714,-10.4,1,0.0492,138.094,4,https://api.spotify.com/v1/tracks/3g5FrnRdbmDQyWNiDIprts,audio_features,spotify:track:3g5FrnRdbmDQyWNiDIprts,0.277,All Star - Ao Vivo,Nando Reis,0,0,1,0
46,0.475,https://api.spotify.com/v1/audio-analysis/2yGnStdGP0V45lPXAJpmDb,0.733,192715,0.308,2yGnStdGP0V45lPXAJpmDb,3.9e-05,3,0.131,-8.488,1,0.0335,127.955,4,https://api.spotify.com/v1/tracks/2yGnStdGP0V45lPXAJpmDb,audio_features,spotify:track:2yGnStdGP0V45lPXAJpmDb,0.319,Agora Eu Quero Ir,Anavitória,0,0,1,0
47,0.53,https://api.spotify.com/v1/audio-analysis/6nq1UXqPzEPPIG54YMSnhn,0.477,257106,0.707,6nq1UXqPzEPPIG54YMSnhn,0.0,0,0.74,-7.37,1,0.0484,75.742,4,https://api.spotify.com/v1/tracks/6nq1UXqPzEPPIG54YMSnhn,audio_features,spotify:track:6nq1UXqPzEPPIG54YMSnhn,0.522,O Segundo Sol - Acoustic,Cássia Eller,0,0,1,0
48,0.427,https://api.spotify.com/v1/audio-analysis/5qLTGDTTIHxxIU835qJWfT,0.755,214613,0.55,5qLTGDTTIHxxIU835qJWfT,0.0,8,0.697,-7.402,0,0.0265,91.96,4,https://api.spotify.com/v1/tracks/5qLTGDTTIHxxIU835qJWfT,audio_features,spotify:track:5qLTGDTTIHxxIU835qJWfT,0.757,Quero Ser Feliz Também - Ao Vivo,Natiruts,0,0,1,0
49,0.0741,https://api.spotify.com/v1/audio-analysis/5Kayf37CYgsWqgkWMTHZPu,0.57,296773,0.848,5Kayf37CYgsWqgkWMTHZPu,0.000278,5,0.698,-8.234,1,0.0365,89.169,4,https://api.spotify.com/v1/tracks/5Kayf37CYgsWqgkWMTHZPu,audio_features,spotify:track:5Kayf37CYgsWqgkWMTHZPu,0.632,Os Cegos do Castelo - Ao Vivo,Titãs,0,0,1,0
0,0.335,https://api.spotify.com/v1/audio-analysis/3KpN980vEv86BanUx5IiFg,0.782,257694,0.754,3KpN980vEv86BanUx5IiFg,0.933,10,0.0584,-7.68,0,0.0678,120.006,4,https://api.spotify.com/v1/tracks/3KpN980vEv86BanUx5IiFg,audio_features,spotify:track:3KpN980vEv86BanUx5IiFg,0.376,Get The Funk,Cut and Bass,0,0,1,0
1,0.0998,https://api.spotify.com/v1/audio-analysis/5zUvIpptGgZOWjB5PHLWQU,0.714,216736,0.493,5zUvIpptGgZOWjB5PHLWQU,0.865,9,0.101,-12.465,0,0.0303,113.021,4,https://api.spotify.com/v1/tracks/5zUvIpptGgZOWjB5PHLWQU,audio_features,spotify:track:5zUvIpptGgZOWjB5PHLWQU,0.212,Under the Palm Trees,Calissimo,0,0,1,0
2,0.068,https://api.spotify.com/v1/audio-analysis/2kFkb913w3d49GBzdXqarM,0.753,220039,0.674,2kFkb913w3d49GBzdXqarM,0.931,11,0.119,-6.952,0,0.0556,105.002,4,https://api.spotify.com/v1/tracks/2kFkb913w3d49GBzdXqarM,audio_features,spotify:track:2kFkb913w3d49GBzdXqarM,0.37,Rooftop,Tabú,0,0,1,0
3,0.664,https://api.spotify.com/v1/audio-analysis/0kJMg3hlhuoMKw7f8qj1gn,0.519,224830,0.733,0kJMg3hlhuoMKw7f8qj1gn,0.907,9,0.576,-8.912,0,0.0324,110.021,4,https://api.spotify.com/v1/tracks/0kJMg3hlhuoMKw7f8qj1gn,audio_features,spotify:track:0kJMg3hlhuoMKw7f8qj1gn,0.0333,The Farewell Courtyard,FEYNMAN,0,0,1,0
4,0.0256,https://api.spotify.com/v1/audio-analysis/2rHj3uf6L70JX4sdQZqmj1,0.725,205976,0.676,2rHj3uf6L70JX4sdQZqmj1,0.888,5,0.0445,-6.874,0,0.0344,118.0,4,https://api.spotify.com/v1/tracks/2rHj3uf6L70JX4sdQZqmj1,audio_features,spotify:track:2rHj3uf6L70JX4sdQZqmj1,0.644,Sambal,Aeroplane,0,0,1,0
5,0.0306,https://api.spotify.com/v1/audio-analysis/6FIQ8o2hqlDmHQFoBKmKgW,0.365,354102,0.711,6FIQ8o2hqlDmHQFoBKmKgW,0.913,8,0.0824,-9.591,1,0.0355,116.003,4,https://api.spotify.com/v1/tracks/6FIQ8o2hqlDmHQFoBKmKgW,audio_features,spotify:track:6FIQ8o2hqlDmHQFoBKmKgW,0.117,October,Icarus,0,0,1,0
6,0.0189,https://api.spotify.com/v1/audio-analysis/6gH1IO3Jy14NITRCHlAmyF,0.83,255253,0.922,6gH1IO3Jy14NITRCHlAmyF,0.656,0,0.0473,-8.338,1,0.0349,114.998,4,https://api.spotify.com/v1/tracks/6gH1IO3Jy14NITRCHlAmyF,audio_features,spotify:track:6gH1IO3Jy14NITRCHlAmyF,0.723,Le Douche,Funky Feels,0,0,1,0
7,0.00138,https://api.spotify.com/v1/audio-analysis/4uBcUhzvVBtEs3mLSFHNmQ,0.807,203520,0.825,4uBcUhzvVBtEs3mLSFHNmQ,0.912,5,0.161,-8.362,0,0.0486,124.99,4,https://api.spotify.com/v1/tracks/4uBcUhzvVBtEs3mLSFHNmQ,audio_features,spotify:track:4uBcUhzvVBtEs3mLSFHNmQ,0.815,Forgotten But Not Lost,Koen Groeneveld,0,0,1,0
8,0.215,https://api.spotify.com/v1/audio-analysis/0XlQShKmLjrNVpjfUeuiCC,0.689,230531,0.599,0XlQShKmLjrNVpjfUeuiCC,0.363,2,0.0945,-8.743,0,0.0609,92.985,4,https://api.spotify.com/v1/tracks/0XlQShKmLjrNVpjfUeuiCC,audio_features,spotify:track:0XlQShKmLjrNVpjfUeuiCC,0.514,Amor com Paixão,DJ Daidol,0,0,1,0
9,0.00501,https://api.spotify.com/v1/audio-analysis/1L6yd85lGhfCGbNwKKvcAp,0.736,186124,0.76,1L6yd85lGhfCGbNwKKvcAp,0.859,7,0.263,-9.831,1,0.0591,109.989,4,https://api.spotify.com/v1/tracks/1L6yd85lGhfCGbNwKKvcAp,audio_features,spotify:track:1L6yd85lGhfCGbNwKKvcAp,0.43,Backdrops,Walientinho,0,0,1,0
10,0.0374,https://api.spotify.com/v1/audio-analysis/3lVSOrZH3qkrIvs0c1w2Vb,0.837,229830,0.857,3lVSOrZH3qkrIvs0c1w2Vb,0.862,9,0.24,-5.352,1,0.095,117.946,4,https://api.spotify.com/v1/tracks/3lVSOrZH3qkrIvs0c1w2Vb,audio_features,spotify:track:3lVSOrZH3qkrIvs0c1w2Vb,0.932,Power,Los Barrios,0,0,1,0
11,0.193,https://api.spotify.com/v1/audio-analysis/6Pt2BUkOXTZDJfO7fWH90v,0.487,196800,0.717,6Pt2BUkOXTZDJfO7fWH90v,0.886,6,0.524,-9.909,0,0.0547,199.956,4,https://api.spotify.com/v1/tracks/6Pt2BUkOXTZDJfO7fWH90v,audio_features,spotify:track:6Pt2BUkOXTZDJfO7fWH90v,0.406,Boca Grande,International Rythms,0,0,1,0
12,0.0763,https://api.spotify.com/v1/audio-analysis/33NG5U8673kHJAS249qbFb,0.82,222633,0.519,33NG5U8673kHJAS249qbFb,0.923,10,0.114,-10.452,0,0.0769,105.734,4,https://api.spotify.com/v1/tracks/33NG5U8673kHJAS249qbFb,audio_features,spotify:track:33NG5U8673kHJAS249qbFb,0.323,Carneiros Beach,Carlos Robalinho,0,0,1,0
13,0.278,https://api.spotify.com/v1/audio-analysis/3tQuLgGuNUQgq971xQHcLQ,0.807,346230,0.507,3tQuLgGuNUQgq971xQHcLQ,0.901,8,0.0805,-11.103,1,0.0667,122.002,4,https://api.spotify.com/v1/tracks/3tQuLgGuNUQgq971xQHcLQ,audio_features,spotify:track:3tQuLgGuNUQgq971xQHcLQ,0.177,Mug Life,Kiso,0,0,1,0
14,0.00174,https://api.spotify.com/v1/audio-analysis/1CHr336YZ3zEfss03mahMa,0.478,236098,0.357,1CHr336YZ3zEfss03mahMa,0.964,0,0.149,-15.297,1,0.0563,123.026,4,https://api.spotify.com/v1/tracks/1CHr336YZ3zEfss03mahMa,audio_features,spotify:track:1CHr336YZ3zEfss03mahMa,0.155,Stringnumber,Andrea Oliva,0,0,1,0
